system,code,display_in_fsh,found_on_tx,tx_display,inactive,files
http://unitsofmeasure.org,mm,,yes,mm,False,IECoreObservation.fsh;IECoreVitalSigns.fsh
http://unitsofmeasure.org,mo,month,yes,mo,False,HIQAExtensions.fsh
http://www.whocc.no/atc,A02BC01,Omeprazole,yes,omeprazole,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,A10AB05,Insulin aspart,yes,insulin aspart,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,A10AE04,Insulin glargine,yes,insulin glargine,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,A10BA02,Metformin,yes,metformin,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,B01AA03,Warfarin,yes,warfarin,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,C09AA03,Lisinopril,yes,lisinopril,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,C09AA05,Ramipril,yes,ramipril,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,C10AA05,Atorvastatin,yes,atorvastatin,False,CrossBorderExamples.fsh
http://www.whocc.no/atc,N06AB06,Sertraline,yes,sertraline,False,CrossBorderExamples.fsh
